company_id,company_name,company_name_raw,company_match_status,company_match_method,company_match_confidence,has_company_metadata,industry_raw,industry_standardized,founded_year,headquarters,employee_count,company_size_category,is_public,stock_ticker,source_file,pipeline_run_id,record_hash
c9a9b7c2-97d1-5591-869e-b4f04eeab027,Airbnb,Airbnb,MATCHED,EXACT,1.0,True,Data Analytics,DATA_ANALYTICS,1999.0,"London, UK",19967.0,MEDIUM,False,,company_metadata.json,ebc1fbcf-217e-4416-aefb-b9ece4615d24,70cc24044371f3448f126b70b79e95335b9dec90470f5f6443466f014b82ef6a
ea56a6ce-74c8-5db9-a8e0-55f570076e47,Amazon Web Services,Amazon Web Services,MATCHED,EXACT,1.0,True,SaaS,SOFTWARE_SAAS,2015.0,"Berlin, Germany",27826.0,MEDIUM,False,,company_metadata.json,ebc1fbcf-217e-4416-aefb-b9ece4615d24,0ce9c504f1ab90451ecb58525f69129066b9f2d87f2c22e5516bca3d5caeab60
5449894a-8967-53fd-96aa-711e4f2caebf,Anthropic,Anthropic,MATCHED,EXACT,1.0,True,FinTech,FINTECH,2006.0,"San Francisco, CA",43747.0,LARGE,False,,company_metadata.json,ebc1fbcf-217e-4416-aefb-b9ece4615d24,668aae93226c4708681136e5051f2f021671023c3b75a510b3c05e45c5270c73
dd92adee-a175-5086-8ee3-31cafbbd4d9a,Cloudflare,Cloudflare,MATCHED,EXACT,1.0,True,Cybersecurity,CYBERSECURITY,1998.0,"Austin, TX",4422.0,SMALL,False,CLOU,company_metadata.json,ebc1fbcf-217e-4416-aefb-b9ece4615d24,62d8e0e4ec46c1c59c576d08e7688ad31eac3ec64ffeb43fc5199190b186b53e
9748d0cc-1284-54f9-afc0-d1692fe79ff8,Cohere,Cohere,UNRESOLVED,UNRESOLVED,0.5,False,,UNMAPPED,,,,UNKNOWN,,,tech_news.csv,ebc1fbcf-217e-4416-aefb-b9ece4615d24,ef6cfde2d97ad7be008420ed71e73a23d9c1bf88f2fa5263985031aff2acfb73
1eabfb03-492b-52d1-9f8f-afbd3e484ada,Confluent,Confluent,MATCHED,EXACT,1.0,True,Cloud Computing,CLOUD,1995.0,"London, UK",3884.0,SMALL,False,,company_metadata.json,ebc1fbcf-217e-4416-aefb-b9ece4615d24,475ef06122a03bafc26c85355d50a6b1d48cab699bf4504a157aea8fbf2dcfa6
9d4d58c5-91bd-5317-85a0-a0cd048740af,DataRobot,Data Robot,MATCHED,ALIAS,0.98,True,Cloud Computing,CLOUD,2012.0,"New York, NY",23471.0,MEDIUM,True,,company_metadata.json,ebc1fbcf-217e-4416-aefb-b9ece4615d24,d66d1c18a288c6952765bea8a06059b4c184751fd5ad4e44b9d935805647c1a5
30365688-fa79-5b90-b869-7fc216599069,Databricks,Databricks,MATCHED,EXACT,1.0,True,Data Analytics,DATA_ANALYTICS,2003.0,"Berlin, Germany",17962.0,MEDIUM,True,DATA,company_metadata.json,ebc1fbcf-217e-4416-aefb-b9ece4615d24,cb7717233d1013acd53681ead4b4f553a5dd70677ab281a7a0cf77b686e34a93
245ee582-6dec-5cc1-a198-e4acaa865688,Elastic,Elastic,MATCHED,EXACT,1.0,True,Cybersecurity,CYBERSECURITY,2016.0,"San Francisco, CA",24508.0,MEDIUM,True,ELAS,company_metadata.json,ebc1fbcf-217e-4416-aefb-b9ece4615d24,e43b296ad9e6d297b09fa3feb37b1b6f13690e6cd6a41c35458105ce928fd376
5c86f678-723f-56ff-bd4b-8440df5459ba,Google DeepMind,Google DeepMind,MATCHED,EXACT,1.0,True,Data Analytics,DATA_ANALYTICS,2017.0,"Austin, TX",24274.0,MEDIUM,False,,company_metadata.json,ebc1fbcf-217e-4416-aefb-b9ece4615d24,6d3178110252a1611e257b61d712bf807953bbb55311af1c1145ec1814090dcc
d693985f-b2d1-5141-9ca6-89a18bbd47fe,Hugging Face,Hugging Face,UNRESOLVED,UNRESOLVED,0.381,False,,UNMAPPED,,,,UNKNOWN,,,tech_news.csv,ebc1fbcf-217e-4416-aefb-b9ece4615d24,3e73b0dac82605fefddb9fb2e0409111adc88f96aeedd5eefa461bc996fed0e0
bd719dfe-542a-55b1-b391-b5ab6875b1e2,Meta AI,Meta AI,MATCHED,EXACT,1.0,True,Data Analytics,DATA_ANALYTICS,2001.0,"Seattle, WA",20240.0,MEDIUM,True,,company_metadata.json,ebc1fbcf-217e-4416-aefb-b9ece4615d24,cb40a923791c4d0ff45b10782cb230dfb160240ba47505df34ecd86fcca8240e
f36a832f-cd27-58af-b8c6-fb63f6bea323,Microsoft,Microsoft,MATCHED,EXACT,1.0,True,Data Analytics,DATA_ANALYTICS,2018.0,"Austin, TX",48646.0,LARGE,False,,company_metadata.json,ebc1fbcf-217e-4416-aefb-b9ece4615d24,2f3fee60a7c7701be9a0ed6844e6a4876f1d7f4ff9c66e27efd0fc5b4719068a
c9807484-5f9e-58bd-8b9c-6f6bb99bf5cf,Mistral AI,Mistral AI,UNRESOLVED,UNRESOLVED,0.7059,False,,UNMAPPED,,,,UNKNOWN,,,tech_news.csv,ebc1fbcf-217e-4416-aefb-b9ece4615d24,c76df5c94c88e11b939a491b87e361e7198e0daa37bc5c93327190eb5e2cba24
9b997e26-b47f-511c-b401-d9b3a6ac9c4f,MongoDB,MongoDB,MATCHED,EXACT,1.0,True,SaaS,SOFTWARE_SAAS,2008.0,"Austin, TX",16952.0,MEDIUM,False,MONG,company_metadata.json,ebc1fbcf-217e-4416-aefb-b9ece4615d24,2e972f20bbb0e7e5953cb39aac34d4cabb677c2e9220bce0fbdcb4caca59d189
a992e412-2b10-50bc-bf9c-23b7974ddb91,NVIDIA,NVIDIA,MATCHED,EXACT,1.0,True,AI/ML,AI_ML,2017.0,"London, UK",22031.0,MEDIUM,False,,company_metadata.json,ebc1fbcf-217e-4416-aefb-b9ece4615d24,c977123c30de78d811a3dc8ee4617ad0eca177326b22be9732a0a52576e6202b
5ed089c3-b138-5004-b73c-fbfc8d07c0ca,OpenAI,OpenAI,MATCHED,EXACT,1.0,True,Data Analytics,DATA_ANALYTICS,2006.0,"Austin, TX",12793.0,MEDIUM,False,OPEN,company_metadata.json,ebc1fbcf-217e-4416-aefb-b9ece4615d24,c83d51b5c4e8650e959f76dd5f25051eb3e157c0597214f82db95ad16e6594b6
6e09eb1e-79ed-5163-8702-a611f7c20c68,Palantir,Palantir,MATCHED,EXACT,1.0,True,Cloud Computing,CLOUD,2005.0,"Berlin, Germany",42306.0,LARGE,True,,company_metadata.json,ebc1fbcf-217e-4416-aefb-b9ece4615d24,fec6bd58bdc9cdd24a1aea32bb0a688bd3fa834a53072ff24da4cb5bc965c678
c7cf4719-ebf0-5941-98ae-0c52cbe3097f,Perplexity AI,Perplexity AI,UNRESOLVED,UNRESOLVED,0.5,False,,UNMAPPED,,,,UNKNOWN,,,tech_news.csv,ebc1fbcf-217e-4416-aefb-b9ece4615d24,9b13b7bb9325ddb5b3f883899e4594eb0ba1c74c6d3aeec68bfebf7fa1ea0e3e
8d99fa8b-ca33-5878-9209-2b1f97f99f6b,Scale AI,Scale AI,MATCHED,EXACT,1.0,True,AI/ML,AI_ML,2003.0,"Berlin, Germany",23379.0,MEDIUM,False,,company_metadata.json,ebc1fbcf-217e-4416-aefb-b9ece4615d24,7a57d84f7b99da41e6d8ae95e3cbf53e0a62dbd971b4e652bce2be06e3d1b20f
